Name,Style,Brewery,ABV,Min IBU,Max IBU,number_of_reviews
Lower De Boom Barleywine,Barleywine - American,21st Amendment Brewery,2.115384615384616,4.0,3.25,-0.32950191570881227
Lucifer,Strong Ale - Belgian Pale,Brouwerij Het Anker,0.7692307692307694,0.0,0.25,-0.09961685823754789
"Luciérnaga, The Firefly",Pale Ale - Belgian,Jolly Pumpkin Artisan Ales,0.19230769230769235,0.0,-0.25,0.8544061302681992
Lucky 13 Mondo Large Red Ale,Red Ale - Imperial,Lagunitas Brewing Company,1.0769230769230773,3.5,2.5,2.3448275862068964
Ludwig's Revenge,Lager - Rauchbier,Roy Pitz Brewing Company,-0.3846153846153847,0.0,-0.25,-0.30268199233716475
Lug Tread Lagered Ale,Kölsch,Beau's All Natural Brewing Company,-0.30769230769230765,-0.2,-0.5,-0.12643678160919541
Lump Of Coal Dark Holiday Stout,Stout - Foreign / Export,Ridgeway Brewing,0.7692307692307694,1.0,1.75,0.8122605363984674
Luna Coffee Stout,Stout - American,Hinterland Brewery Restaurant,-0.153846153846154,1.5,1.25,-0.11877394636015326
Lunatic Lager,Lager - European / Dortmunder Export,Moonlight Brewing Company,-0.3846153846153847,0.3,-0.3,-0.28735632183908044
Lunch,IPA - American,Maine Beer Company,0.3846153846153847,3.0,1.75,0.3448275862068966
Löwenbräu Original,Lager - Helles,Löwenbräu AG,-0.30769230769230765,-0.2,-0.5,1.0766283524904214
Mac Queen's Nessie,Lager - Vienna,Brauerei Schloss Eggenberg,-0.3846153846153847,-0.5,-0.25,0.01532567049808429
MacPelican's Scottish Style Ale,Scottish Ale,Pelican Pub & Brewery,-0.3846153846153847,-1.1,-0.5,-0.19540229885057472
Mackeson Triple XXX Stout,Stout - Sweet / Milk,Whitbread PLC,-0.423076923076923,-0.5,-0.5,1.9042145593869733
Mad King's Weiss,Wheat Beer - Hefeweizen,Victory Brewing Company,0.076923076923077,-1.0,-1.0,-0.04980842911877394
Madame Rose,Sour - Flanders Oud Bruin,Goose Island Beer Co.,0.423076923076923,0.0,-0.5,-0.04980842911877394
Madamin,Sour - Flanders Oud Bruin,LoverBeer,-0.11538461538461534,0.0,-0.5,-0.3218390804597701
Madtown Nutbrown,Brown Ale - American,Ale Asylum,-0.19230769230769235,0.5,0.5,-0.1111111111111111
Maduro Brown Ale,Brown Ale - English,Cigar City Brewing,-0.19230769230769235,-0.5,-0.5,1.3295019157088122
Magnum,Lager - Malt Liquor,Miller Brewing Co.,-0.153846153846154,-1.0,-0.25,-0.14559386973180077
Magnumus Ete Tomahawkus ESB³,Bitter - English Extra Special / Strong Bitter (ESB),Rock Art Brewery,0.7692307692307694,0.0,0.25,0.1724137931034483
Maharaja,IPA - Imperial,Avery Brewing Company,1.6153846153846154,4.5,3.25,5.563218390804598
Mai Bock,Bock - Maibock,Sprecher Brewing Company,0.0,0.0,0.15,0.06130268199233716
Mai-Ur-Bock,Bock - Maibock,Einbecker Brauhaus AG,0.19230769230769235,0.0,0.15,0.578544061302682
Maibock,Bock - Maibock,Atwater Block Brewery,0.576923076923077,0.0,0.15,-0.21839080459770116
Maibock,Bock - Maibock,Capital Brewery,0.076923076923077,0.0,0.15,0.20689655172413793
Maibock,Bock - Maibock,Gordon Biersch Brewery Restaurant,0.5,0.0,0.15,-0.19157088122605365
Maibock,Bock - Maibock,Summit Brewing Company,0.26923076923076933,0.0,0.15,0.3563218390804598
Malheur 10°,Strong Ale - Belgian Pale,Brouwerij De Landtsheer NV,1.5384615384615388,0.0,0.25,0.42528735632183906
Malheur 12°,Quadrupel (Quad),Brouwerij De Landtsheer NV,2.307692307692308,0.5,0.75,0.2950191570881226
Malheur Bière Brut (Brut Reserve),Bière de Champagne / Bière Brut,Brouwerij De Landtsheer NV,2.307692307692308,-1.0,0.0,-0.03065134099616858
Malheur Brut Noir (Black Chocolate),Bière de Champagne / Bière Brut,Brouwerij De Landtsheer NV,2.307692307692308,-1.0,0.0,-0.08045977011494253
Malmgård Jouluolut,Farmhouse Ale - Sahti,Malmgårdin Panimo,-0.576923076923077,-2.0,-1.75,-0.3524904214559387
Malpais Stout,Stout - Foreign / Export,La Cumbre Brewing Co.,0.576923076923077,1.0,1.75,-0.3524904214559387
Malta India,Low Alcohol Beer,"Cerveceria Vegana, S.A.",-2.115384615384616,-1.0,-0.75,-0.30268199233716475
Malty,Kvass,Israel Beer Breweries Ltd.,-2.115384615384616,-2.0,-1.75,-0.3448275862068966
Mama's Little Yella Pils,Pilsner - Bohemian / Czech,Oskar Blues Grill & Brew,-0.5,1.0,0.5,1.7241379310344827
Mamouche,Lambic - Fruit,Brasserie Cantillon,-0.3846153846153847,-0.5,-0.7,-0.05363984674329502
Manchester Star AleJ.W. Lees & Co (Brewers) Ltd,Strong Ale - English,J.W. Lees & Co (Brewers) Ltd,0.5,2.0,1.25,-0.01532567049808429
Mandarin Nectar,Herb and Spice Beer,Alpine Beer Company,0.19230769230769235,-1.5,0.25,-0.08812260536398467
Maple Nut Brown Ale,Brown Ale - American,Tommyknocker Brewery,-0.576923076923077,0.5,0.5,1.157088122605364
Maple Scotch-Style Ale,Scotch Ale / Wee Heavy,Sierra Nevada Brewing Co.,0.5,0.5,0.0,-0.31417624521072796
Maple Stout,Stout - English,Cannery Brewing Company,-0.19230769230769235,0.0,0.25,-0.210727969348659
Maple Tripple Ale,Strong Ale - American,Lawson's Finest Liquids,2.307692307692308,2.0,3.25,-0.31417624521072796
Maracaibo Especial,Wild Ale,Jolly Pumpkin Artisan Ales,0.576923076923077,-1.5,-0.25,0.6091954022988506
March Of The Penguins,Stout - English,Williams Brothers Brewing Company,-0.423076923076923,0.0,0.25,-0.32950191570881227
Mardi Gras Bock,Bock - Maibock,Abita Brewing Co.,0.19230769230769235,0.0,0.15,0.27586206896551724
Maredsous 10 - Triple,Tripel,Brouwerij Duvel Moortgat NV,1.5384615384615388,0.0,0.25,2.003831417624521
Maredsous 6 - Blonde,Blonde Ale - Belgian,Brouwerij Duvel Moortgat NV,0.0,-0.5,-0.25,0.2835249042145594
Mariestads Export,Lager - European / Dortmunder Export,Spendrups Bryggeri AB,-0.26923076923076933,0.3,-0.3,-0.31417624521072796
Marshal Zhukov's Imperial Stout,Stout - Russian Imperial,Cigar City Brewing,2.2307692307692313,3.0,2.75,0.8544061302681992
Martello Stout,Stout - English,Garrison Brewing Company,-0.4615384615384617,0.0,0.25,-0.2222222222222222
Matilda,Strong Ale - Belgian Pale,Goose Island Beer Co.,0.3846153846153847,0.0,0.25,3.1340996168582373
Matt,Strong Ale - American,Hair of the Dog Brewing Company / Brewery and Tasting Room,2.115384615384616,2.0,3.25,0.27586206896551724
Maudite,Dubbel,Unibroue,0.7692307692307694,-0.5,-0.25,6.272030651340996
Maximilian,Bock - Weizenbock,Urban Chestnut Brewing Company,0.576923076923077,-0.5,0.0,-0.3448275862068966
Maximus,IPA - Imperial,Lagunitas Brewing Company,0.846153846153846,4.5,3.25,3.996168582375479
McCallum's Stout,Stout - English,Belhaven Brewery Company Ltd.,-0.7307692307692311,0.0,0.25,-0.3218390804597701
McChouffe,Strong Ale - Belgian Dark,Brasserie d'Achouffe,0.7692307692307694,0.5,0.75,1.3601532567049808
McIlhenney's Irish Red,Red Ale - Irish,Alpine Beer Company,0.0,0.0,-0.25,-0.17624521072796934
McNellie's Pub Ale,Bitter - English,Marshall Brewing Company,-0.3846153846153847,0.0,0.0,-0.13409961685823754
McSorley's Irish Black Lager,Lager - Schwarzbier,Pabst Brewing Company,-0.19230769230769235,0.0,-0.25,0.17624521072796934
McSorley's Irish Pale Ale,Red Ale - Irish,Pabst Brewing Company,-0.19230769230769235,0.0,-0.25,0.18007662835249041
Mean Old Tom,Stout - American,Maine Beer Company,0.19230769230769235,1.5,1.25,-0.011494252873563218
Medalla Light,Lager - Light,Compañía Cervecera de Puerto Rico,-0.7692307692307694,-1.2,-1.15,-0.16091954022988506
Melange A Trois - Reserve Series Aged In French Oak Chardonnay Barrels,Strong Ale - Belgian Pale,Nebraska Brewing Company,2.038461538461539,0.0,0.25,-0.1724137931034483
Menabrea Ambrata,Lager - Vienna,Birra Menabrea SpA,-0.3846153846153847,-0.5,-0.25,-0.34099616858237547
Mermaid's Red Ale,Red Ale - American Amber / Red,Coronado Brewing Company,-0.11538461538461534,0.5,0.5,0.01532567049808429
Merry Monks,Tripel,Weyerbacher Brewing Co.,1.2692307692307696,0.0,0.25,2.1302681992337167
Mesquite Smoked Porter - MSP,Porter - Smoked,Ranger Creek Brewing & Distilling,0.03846153846153833,0.0,0.25,-0.19540229885057472
Mexican Chocolate Stout,Herb and Spice Beer,Copper Kettle Brewing Company,0.3846153846153847,-1.5,0.25,-0.34099616858237547
Mexican Logger,Lager - American,Ska Brewing Co.,-0.30769230769230765,1.0,0.5,-0.18007662835249041
Michael,Sour - Flanders Red Ale,Hair of the Dog Brewing Company / Brewery and Tasting Room,0.076923076923077,-1.0,-0.5,-0.10727969348659004
Michelob (Original Lager),Lager - American,Anheuser-Busch,-0.3846153846153847,1.0,0.5,1.0344827586206897
Michelob AmberBock,Bock - Traditional,Anheuser-Busch,-0.30769230769230765,0.0,-0.25,2.2835249042145596
Michelob Dunkel Weisse,Wheat Beer - Dunkelweizen,Anheuser-Busch,-0.19230769230769235,-1.0,-1.0,0.5823754789272031
Michelob Golden Draft Light,Lager - Light,Anheuser-Busch,-0.7307692307692311,-1.2,-1.15,-0.022988505747126436
Michelob Honey Lager,Lager - American Amber / Red,Anheuser-Busch,-0.423076923076923,-0.2,-0.25,0.24521072796934865
Michelob Light,Lager - Light,Anheuser-Busch,-0.653846153846154,-1.2,-1.15,0.42528735632183906
Michelob Ultra,Lager - Light,Anheuser-Busch,-0.6923076923076923,-1.2,-1.15,1.6475095785440612
Michelob Ultra Amber,Lager - Light,Anheuser-Busch,-0.7692307692307694,-1.2,-1.15,0.24521072796934865
Michelob Ultra Fruit Pomegranate Raspberry,Lager - Light,Anheuser-Busch,-0.6923076923076923,-1.2,-1.15,-0.019157088122605363
Michelob Ultra Lime & Prickly Pear Cactus,Lager - Light,Anheuser-Busch,-0.6923076923076923,-1.2,-1.15,-0.007662835249042145
Mickey's,Lager - Malt Liquor,Miller Brewing Co.,-0.153846153846154,-1.0,-0.25,0.7394636015325671
Midas Touch,Herb and Spice Beer,Dogfish Head Brewery,1.153846153846154,-1.5,0.25,5.134099616858237
Midnight Sun,Porter - English,Williams Brothers Brewing Company,-0.153846153846154,0.0,-0.25,-0.16475095785440613
Mild,Mild Ale - English Dark,Surly Brewing Company,-0.6923076923076923,0.0,-0.25,-0.21839080459770116
Mild Ale,Mild Ale - English Pale,Coopers Brewery Limited,-0.9615384615384617,-0.5,-0.5,-0.26436781609195403
Mild At Heart,Mild Ale - English Dark,Wandering Star Brewing Company,-0.653846153846154,0.0,-0.25,-0.3333333333333333
Mild Winter,Mild Ale - English Dark,Goose Island Beer Co.,-0.153846153846154,0.0,-0.25,0.7509578544061303
Miles Davis' Bitches Brew,Stout - American Imperial,Dogfish Head Brewery,1.153846153846154,3.0,2.25,1.9770114942528736
Milk Stout,Stout - Sweet / Milk,Lancaster Brewing Company,-0.26923076923076933,-0.5,-0.5,1.2950191570881227
Milk Stout,Stout - Sweet / Milk,Left Hand Brewing Company,0.0,-0.5,-0.5,4.521072796934866
Milk Stout,Stout - Sweet / Milk,The Duck-Rabbit Craft Brewery,-0.11538461538461534,-0.5,-0.5,1.9770114942528736
Miller Genuine Draft,Lager - Adjunct,Miller Brewing Co.,-0.5153846153846154,-1.2,-0.85,1.9693486590038314
Miller Genuine Draft 64,Lager - Light,Miller Brewing Co.,-1.153846153846154,-1.2,-1.15,0.4521072796934866
Miller High Life,Lager - Adjunct,Miller Brewing Co.,-0.5384615384615387,-1.2,-0.85,3.628352490421456
Miller High Life Light,Lager - Light,Miller Brewing Co.,-0.7307692307692311,-1.2,-1.15,0.41379310344827586
Miller Lite,Lager - Light,Miller Brewing Co.,-0.703846153846154,-1.2,-1.15,3.789272030651341
Milwaukee's Best,Lager - Adjunct,Miller Brewing Co.,-0.4615384615384617,-1.2,-0.85,-0.3486590038314176
Milwaukee's Best Ice,Lager - Adjunct,Miller Brewing Co.,-0.03846153846153833,-1.2,-0.85,0.31417624521072796
Milwaukee's Best Light,Lager - Light,Miller Brewing Co.,-0.6923076923076923,-1.2,-1.15,0.2222222222222222
Miner Mishap,Lager - Schwarzbier,Choc Beer Co. / Pete's Place,-0.26923076923076933,0.0,-0.25,-0.03065134099616858
Minerva Pale Ale,Mild Ale - English Pale,Cervecería Minerva,0.0,-0.5,-0.5,-0.3371647509578544
Mirror Mirror,Barleywine - English,Deschutes Brewery,1.9230769230769234,2.0,1.25,1.1724137931034482
Mirror Pond Pale Ale,Pale Ale - American,Deschutes Brewery,-0.3846153846153847,0.5,0.75,2.2758620689655173
Mischief,Strong Ale - Belgian Pale,The Bruery,0.9615384615384617,0.0,0.25,0.9348659003831418
Misery,Wheat Beer - Wheatwine,DuClaw Brewing Company,1.5384615384615388,2.5,2.5,-0.2720306513409962
Mission Amber,Altbier,Mission Brewery,-0.3846153846153847,0.5,0.75,-0.29118773946360155
Mississippi Mud Black & Tan,Porter - American,Mississippi Brewing Co.,-0.3846153846153847,0.0,0.25,1.0
Mjød,Braggot,Valkyrie Brewing,1.153846153846154,0.0,0.25,-0.2835249042145594
Moby D,Altbier,Buzzards Bay Brewing,-0.3846153846153847,0.5,0.75,-0.31417624521072796
Mocha Porter,Porter - American,Rogue Ales,-0.153846153846154,0.0,0.25,4.593869731800766
Modelo Especial,Lager - Adjunct,Grupo Modelo S.A. de C.V.,-0.6153846153846153,-1.2,-0.85,1.3448275862068966
Mogli,Porter - Imperial,Caldera Brewing Company,0.9615384615384617,1.5,0.75,-0.31800766283524906
Mogul Madness Ale,Winter Warmer,Rogue Ales,0.23076923076923067,1.5,0.75,0.0842911877394636
Moinette Blond,Strong Ale - Belgian Pale,Brasserie Dupont sprl,0.9615384615384617,0.0,0.25,0.6896551724137931
Moinette Brune,Strong Ale - Belgian Dark,Brasserie Dupont sprl,0.9615384615384617,0.5,0.75,0.21839080459770116
Mojave Red,Lager - American Amber / Red,Indian Wells Brewing Company,-2.307692307692308,-0.2,-0.25,-0.24521072796934865
Mokah,Stout - American Imperial,Southern Tier Brewing Company,1.5384615384615388,3.0,2.25,1.7279693486590038
Moloko,Stout - Sweet / Milk,Three Floyds Brewing Co. & Brewpub,0.7692307692307694,-0.5,-0.5,1.1877394636015326
Molson Brador,Lager - Malt Liquor,Molson Coors Canada,0.0,-1.0,-0.25,-0.2720306513409962
Molson Canadian Lager,Lager - Adjunct,Molson Coors Canada,-0.3846153846153847,-1.2,-0.85,1.4252873563218391
Molson Canadian Light,Lager - Light,Molson Coors Canada,-0.7692307692307694,-1.2,-1.15,-0.1724137931034483
Molson Exel,Low Alcohol Beer,Molson Coors Canada,-2.115384615384616,-1.0,-0.75,-0.3218390804597701
Molson Export,Blonde Ale - American,Molson Coors Canada,-0.3846153846153847,-0.5,-0.5,0.0038314176245210726
Molson Golden,Lager - American,Molson Coors Canada,-0.3846153846153847,1.0,0.5,0.41762452107279696
Molson Ice,Lager - Adjunct,Molson Coors Canada,-0.153846153846154,-1.2,-0.85,0.2681992337164751
Molson XXX,Lager - Malt Liquor,Molson Coors Canada,0.5,-1.0,-0.25,0.42528735632183906
Monastyrskiy Black Currant Kvas,Kvass,Monastyrskiy Kvas,-1.730769230769231,-2.0,-1.75,-0.3371647509578544
Monastyrskiy Kvas,Kvass,Monastyrskiy Kvas,-1.730769230769231,-2.0,-1.75,-0.32567049808429116
Monastyrskiy Okroshka Kvass (Монастырский Окрошка Квас),Kvass,Monastyrskiy Kvas,-1.730769230769231,-2.0,-1.75,-0.34099616858237547
Monk's Blood,Strong Ale - Belgian Dark,21st Amendment Brewery,0.884615384615385,0.5,0.75,1.0651340996168583
Monk's Café Flemish Sour Ale,Sour - Flanders Oud Bruin,Brouwerij Van Steenberge N.V.,-0.19230769230769235,0.0,-0.5,2.9616858237547894
Monk's Mistress,Strong Ale - Belgian Dark,Midnight Sun Brewing Co.,2.115384615384616,0.5,0.75,0.20306513409961685
Monk's Stout Dupont,Stout - English,Brasserie Dupont sprl,-0.30769230769230765,0.0,0.25,-0.2835249042145594
Monkey Wrench Strong Ale,Strong Ale - English,Daleside Brewery,-0.26923076923076933,2.0,1.25,-0.1417624521072797
Montana Trout Slayer Wheat Ale,Wheat Beer - American Pale,Big Sky Brewing Company,-0.3846153846153847,-1.0,0.0,0.5823754789272031
Monteith's Black,Lager - Schwarzbier,Monteith's Brewing Co.,-0.30769230769230765,0.0,-0.25,-0.13793103448275862
Montejo,Pilsner - Bohemian / Czech,Grupo Modelo S.A. de C.V.,-0.576923076923077,1.0,0.5,-0.23371647509578544
Monterey Bay Wheat,Wheat Beer - Kristallweizen,English Ales Brewery,-0.576923076923077,-1.0,-1.0,-0.3486590038314176
Monty Python's Holy Grail Ale,Pale Ale - English,Black Sheep Brewery PLC,-0.5,0.0,0.25,1.896551724137931
Moo Joos,Stout - Sweet / Milk,Brau Brothers Brewing Co. LLC,-0.076923076923077,-0.5,-0.5,-0.022988505747126436
Moo Thunder Stout Farmhouse Ale,Stout - Sweet / Milk,Butternuts Beer & Ale,-0.423076923076923,-0.5,-0.5,0.7126436781609196
Moo-Hoo Chocolate Milk Stout,Stout - Sweet / Milk,Terrapin Beer Company,0.03846153846153833,-0.5,-0.5,0.8314176245210728
Moon Man No Coast Pale Ale,Pale Ale - American,New Glarus Brewing Company,-0.3846153846153847,0.5,0.75,0.7471264367816092
Moondog Ale,Bitter - English Extra Special / Strong Bitter (ESB),Great Lakes Brewing Company,-0.19230769230769235,0.0,0.25,0.2413793103448276
Moonglow Weizenbock,Bock - Weizenbock,Victory Brewing Company,1.0384615384615383,-0.5,0.0,2.1494252873563218
Moonraker AleJ.W. Lees & Co (Brewers) Ltd,Strong Ale - English,J.W. Lees & Co (Brewers) Ltd,0.576923076923077,2.0,1.25,0.08812260536398467
Moosbacher Kellerbier,Lager - Kellerbier / Zwickelbier,Private Landbrauerei Scheuerer,-0.30769230769230765,0.0,0.25,0.04980842911877394
Moosbacher Schwarze Weisse,Wheat Beer - Dunkelweizen,Private Landbrauerei Scheuerer,-0.3846153846153847,-1.0,-1.0,-0.06130268199233716
Moose Drool Brown Ale,Brown Ale - American,Big Sky Brewing Company,-0.3461538461538463,0.5,0.5,2.532567049808429
Morimoto Black Obi Soba Ale,IPA - Black / Cascadian Dark Ale,Rogue Ales,-0.4615384615384617,3.0,1.75,0.5325670498084292
Morimoto Imperial Pilsner,Pilsner - Imperial,Rogue Ales,1.0769230769230773,1.0,1.5,0.8812260536398467
Moritz Epidor,Lager - European Strong,"Cervezas Moritz, S.A.",0.4615384615384617,-0.5,0.25,-0.3486590038314176
Morocco Ale,Strong Ale - English,Daleside Brewery,-0.19230769230769235,2.0,1.25,-0.1417624521072797
Mort Subite Blonde Lambic,Lambic - Traditional,Brouwerij Mort Subite,-0.19230769230769235,-2.0,-1.25,-0.3524904214559387
Mort Subite Faro,Lambic - Faro,Brouwerij Mort Subite,-0.3846153846153847,-2.0,-1.25,-0.32950191570881227
Mort Subite Gueuze,Lambic - Gueuze,Brouwerij Mort Subite,-0.576923076923077,-2.0,-1.25,0.06513409961685823
Mort Subite Kriek,Lambic - Fruit,Brouwerij Mort Subite,-0.576923076923077,-0.5,-0.7,0.02681992337164751
Mort Subite Oude Gueuze,Lambic - Gueuze,Brouwerij Mort Subite,0.3846153846153847,-2.0,-1.25,-0.3065134099616858
Mosquito Beach,California Common / Steam Beer,Lake Louie Brewery Company,0.0,1.5,0.5,-0.3103448275862069
Mother Of All Storms,Barleywine - English,Pelican Pub & Brewery,3.0769230769230775,2.0,1.25,0.6360153256704981
Mother Pumpkin Ale,Pumpkin Beer,Blue Point Brewing Company,-0.19230769230769235,-1.5,1.75,-0.11877394636015326
Mother's Milk Stout,Stout - Sweet / Milk,Keegan Ales,0.0,-0.5,-0.5,0.3371647509578544
Mothership Wit,Wheat Beer - Witbier,New Belgium Brewing,-0.4615384615384617,-1.0,-0.75,1.7509578544061302
Motor Boat,Bitter - English Extra Special / Strong Bitter (ESB),SweetWater Brewing Company,-0.153846153846154,0.0,0.25,0.16475095785440613
Motor City Brewing Ghettoblaster,Mild Ale - English Dark,Motor City Brewing Works,-0.6923076923076923,0.0,-0.25,-0.21455938697318008
Mountain Goat Steam Ale,California Common / Steam Beer,Mountain Goat Beer Pty Ltd,-0.576923076923077,1.5,0.5,-0.27586206896551724
Mountain Holidays In Vermont,Bock - Traditional,Rock Art Brewery,-0.076923076923077,0.0,-0.25,-0.06130268199233716
Mountain Lager,Lager - European / Dortmunder Export,Appalachian Brewing Company,-0.576923076923077,0.3,-0.3,-0.03065134099616858
Mourning Wood,Red Ale - American Amber / Red,Local Option,0.5,0.5,0.5,-0.3524904214559387
Muddy Creek Lager,Lager - American Amber / Red,The Defiant Brewing Company,-0.153846153846154,-0.2,-0.25,-0.2950191570881226
Mudpuppy,Porter - American,Central Waters Brewing Company,-0.076923076923077,0.0,0.25,0.3371647509578544
Munich-Style Lager,Lager - Helles,Thomas Hooker Brewing Company,-0.4615384615384617,-0.2,-0.5,0.12260536398467432
Munsterfest,Lager - Märzen / Oktoberfest,Three Floyds Brewing Co. & Brewpub,0.0,-0.2,-0.5,0.36015325670498083
Murphy's Irish Red,Red Ale - Irish,Murphy Brewery Ireland Limited,-0.3846153846153847,0.0,-0.25,0.8582375478927203
Murphy's Irish Stout,Stout - Irish Dry,Murphy Brewery Ireland Limited,-0.7692307692307694,1.0,0.25,3.0651340996168583
My Antonia,Pilsner - Imperial,Dogfish Head Brewery,0.576923076923077,1.0,1.5,1.2758620689655173
My Bloody Valentine,Red Ale - American Amber / Red,AleSmith Brewing Company,0.25384615384615394,0.5,0.5,-0.18773946360153257
Myrcenary Double IPA,IPA - Imperial,Odell Brewing Company,1.2692307692307696,4.5,3.25,0.9118773946360154
Mythos Hellenic Lager Beer,Lager - European Pale,Mythos Breweries S.A.,-0.5,-0.2,-0.5,0.42528735632183906
Märzen,Lager - Märzen / Oktoberfest,Gordon Biersch Brewery Restaurant,-0.11538461538461534,-0.2,-0.5,0.6206896551724138
Mélange No. 3,Strong Ale - American,The Bruery,3.9615384615384626,2.0,3.25,0.06513409961685823
Mönchsambacher Lager,Lager - Kellerbier / Zwickelbier,Brauerei Zehendner GmbH,-0.19230769230769235,0.0,0.25,-0.2567049808429119
Mönchshof Bockbier,Bock - Traditional,Kulmbacher Brauerei AG,0.3461538461538463,0.0,-0.25,-0.23754789272030652
Mönchshof Kellerbier,Lager - Kellerbier / Zwickelbier,Kulmbacher Brauerei AG,-0.23076923076923067,0.0,0.25,0.14559386973180077
Mönchshof Landbier,Lager - European / Dortmunder Export,Kulmbacher Brauerei AG,-0.23076923076923067,0.3,-0.3,-0.31800766283524906
Mönchshof Schwarzbier,Lager - Schwarzbier,Kulmbacher Brauerei AG,-0.423076923076923,0.0,-0.25,0.9961685823754789
Mørke - Pumpernickel Porter,Porter - Baltic,Beer Here,0.576923076923077,0.5,0.5,0.03065134099616858
Münchner Hell (Original Munich Lager),Lager - Helles,Paulaner Brauerei GmbH & Co. KG,-0.423076923076923,-0.2,-0.5,1.1839080459770115
N'Ice Chouffe,Strong Ale - Belgian Dark,Brasserie d'Achouffe,1.5384615384615388,0.5,0.75,1.1532567049808429
NOLA Blonde AleNew Orleans Lager & Ale Brewing Company (NOLA),Blonde Ale - American,New Orleans Lager & Ale Brewing Company (NOLA),-0.423076923076923,-0.5,-0.5,-0.26436781609195403
Naked Fish,Stout - American,DuClaw Brewing Company,-0.5384615384615387,1.5,1.25,-0.21455938697318008
Namaste White Belgian-Style Witbier,Wheat Beer - Witbier,Dogfish Head Brewery,-0.4615384615384617,-1.0,-0.75,0.8275862068965517
Nanny State,Low Alcohol Beer,BrewDog,-2.115384615384616,-1.0,-0.75,-0.24521072796934865
Narragansett Bock,Bock - Maibock,Narragansett Brewing Co.,0.19230769230769235,0.0,0.15,-0.1532567049808429
Narragansett Lager,Lager - Adjunct,Narragansett Brewing Co.,-0.3846153846153847,-1.2,-0.85,0.6398467432950191
Narwhal Imperial Stout,Stout - Russian Imperial,Sierra Nevada Brewing Co.,1.6153846153846154,3.0,2.75,-0.34099616858237547
National Bohemian Beer,Lager - Adjunct,Pabst Brewing Company,-0.6615384615384615,-1.2,-0.85,0.01532567049808429
Natte,Dubbel,Brouwerij 't IJ,0.19230769230769235,-0.5,-0.25,-0.23371647509578544
Natty Daddy (8%),Lager - Malt Liquor,Anheuser-Busch,0.7692307692307694,-1.0,-0.25,-0.2950191570881226
Natural Ice,Lager - Adjunct,Anheuser-Busch,-0.03846153846153833,-1.2,-0.85,0.7394636015325671
Natural Light,Lager - Light,Anheuser-Busch,-0.6923076923076923,-1.2,-1.15,1.681992337164751
Naughty 90,IPA - English,Toppling Goliath Brewing Company,0.7692307692307694,1.5,1.25,-0.34099616858237547
Naughty Hildegard ESB,Bitter - English Extra Special / Strong Bitter (ESB),Driftwood Brewery,0.19230769230769235,0.0,0.25,-0.30268199233716475
Neapolitan Milk Stout,Stout - Sweet / Milk,Saugatuck Brewing Company,0.0,-0.5,-0.5,-0.32567049808429116
Ned,Sour - Flanders Red Ale,Alpine Beer Company,-0.3192307692307693,-1.0,-0.5,-0.21455938697318008
Negra,Lager - Munich Dunkel,Mahou S.A.,-0.19230769230769235,-0.5,-0.5,-0.2835249042145594
Negra Modelo,Lager - Munich Dunkel,Grupo Modelo S.A. de C.V.,-0.23076923076923067,-0.5,-0.5,2.8697318007662833
Nelson,IPA - American,Alpine Beer Company,0.3846153846153847,3.0,1.75,1.2452107279693487
Nelson Sauvignon (Nelson Sauvin Brut),Bière de Champagne / Bière Brut,Mikkeller ApS,1.153846153846154,-1.0,0.0,-0.21839080459770116
Nero's 1st Century Double Dark Malt Ale,Bock - Traditional,Amarcord Birra Artigianale Italiana,0.7692307692307694,0.0,-0.25,-0.3333333333333333
Nesher Malt,Kvass,Tempo Beer Industries LTD,-1.730769230769231,-2.0,-1.75,-0.3486590038314176
NetherWorld Cascadian Dark Ale,IPA - Black / Cascadian Dark Ale,Flying Monkeys Craft Brewery,0.0,3.0,1.75,-0.13793103448275862
Neuschwansteiner,Lager - Helles,Der HirschBrau/Privatbrauerei Höss,-0.5,-0.2,-0.5,0.011494252873563218
Neustadt 10w30,Mild Ale - English Dark,Neustadt Springs Brewery,-0.19230769230769235,0.0,-0.25,-0.06513409961685823
Never Summer Ale,Winter Warmer,Boulder Beer / Wilderness Pub,0.19230769230769235,1.5,0.75,0.9195402298850575
New DogTown Pale Ale,Pale Ale - American,Lagunitas Brewing Company,0.076923076923077,0.5,0.75,0.4942528735632184
New World Porter,Porter - American,Avery Brewing Company,0.26923076923076933,0.0,0.25,1.2873563218390804
Next Door AleRohrbach Brewing Company (Brewpub),Mild Ale - English Pale,Rohrbach Brewing Company (Brewpub),-0.153846153846154,-0.5,-0.5,-0.3448275862068966
Nicola Traditional,Kvass,Deka Brewery,-1.8461538461538463,-2.0,-1.75,-0.31800766283524906
Night Owl Pumpkin Ale,Pumpkin Beer,Elysian Brewing Company,0.26923076923076933,-1.5,1.75,0.3946360153256705
Noche Buena,Bock - Traditional,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",-0.03846153846153833,0.0,-0.25,-0.12643678160919541
Noel De Calabaza,Strong Ale - Belgian Dark,Jolly Pumpkin Artisan Ales,1.153846153846154,0.5,0.75,0.8582375478927203
Noire De Chambly / Chambly Noire,Brown Ale - Belgian Dark,Unibroue,0.076923076923077,-0.5,-0.5,2.099616858237548
